,channel,allocated_revenue,cost
1641,Direct,0.0,2.822596483955919
1642,Email,339.26905977859593,2.6431879941773886
1643,Email,0.0,2.8730244982962243
1644,Social Media,0.0,1.602941933923133
1645,Search,0.0,1.5947692249064134
1646,Social Media,0.0,1.0082280829142491
1647,Organic,0.0,4.274568754153732
1648,Organic,0.0,1.9887904901595914
1649,Social Media,390.8795665593865,4.6176695390679825
1650,Social Media,0.0,4.913812592857305
1651,Display Ads,0.0,2.109159613471176
1652,Search,0.0,2.19621644216261
1653,Search,0.0,4.763845053359554
1654,Social Media,0.0,2.1184250820971355
1655,Direct,242.93589810362013,4.7512719447878045
1656,Social Media,0.0,1.7407337524045747
1657,Direct,0.0,4.399851513167374
1658,Organic,0.0,1.2368935886899863
1659,Organic,454.0183603038026,4.7845476708929695
1660,Email,0.0,1.9699467723368747
1661,Social Media,0.0,3.4254702327974345
1662,Search,0.0,2.7533696035825597
1663,Social Media,0.0,1.4052896655166363
1664,Search,183.33158587788438,2.974064545287708
1665,Email,0.0,3.01600180186935
1666,Search,435.4572213024982,2.2932035000175244
1667,Organic,0.0,4.910516393210972
1668,Display Ads,0.0,2.422381576324125
1669,Search,0.0,4.99892833718269
1670,Email,1.0,1.5668324381373857
1671,Social Media,0.0,2.9006495375115726
1672,Display Ads,0.0,2.4056505645198674
1673,Direct,0.0,3.757548198250276
1674,Direct,0.0,1.8622210676629662
1675,Organic,0.0,1.326104367488218
1676,Display Ads,0.0,2.2214863613385645
1677,Organic,223.04978177562504,4.86617756191815
1678,Direct,0.0,1.3618146679614016
1679,Direct,0.0,4.943582083687023
1680,Email,0.0,1.5822489909144943
1681,Display Ads,0.0,2.8594814823969084
1682,Social Media,0.0,2.310002014035602
1683,Organic,0.0,4.308001988129417
1684,Organic,234.38833955006365,2.3188647438538266
1685,Search,0.0,2.676422062540809
1686,Organic,264.14357969667594,4.38048777966705
1687,Social Media,0.0,2.397201769744723
1688,Direct,0.0,4.6168810205082265
1689,Email,0.0,1.1575061217513416
1690,Email,0.0,1.696808134572799
1691,Display Ads,0.0,1.6844990076198076
1692,Direct,75.9560007946854,1.1567575721485426
1693,Direct,0.0,2.025541253165813
1694,Organic,430.9547045885572,2.2462946866943576
1695,Organic,0.0,4.114352033523009
1696,Organic,331.98191892561385,4.966722604467336
1697,Search,0.0,3.878732612330757
1698,Search,0.0,1.4291637859677886
1699,Display Ads,0.0,4.851989949835625
1700,Social Media,0.0,1.2410291634869344
1701,Display Ads,1.0,1.7929517023081174
1702,Organic,0.0,1.9370210272366482
1703,Search,0.0,3.9473101609104924
1704,Organic,0.0,4.1230673722020805
1705,Search,0.0,2.4099507264923936
1706,Display Ads,0.0,4.009944239502969
1707,Display Ads,0.0,4.294255086059872
1708,Search,193.79404046841745,2.141855211573204
1709,Email,0.0,4.71726103818987
1710,Search,207.3528262590581,4.211703771693862
1711,Direct,0.0,1.3534378139443888
1712,Social Media,0.0,2.1744671226290944
1713,Display Ads,0.0,1.667153006883206
1714,Email,208.1734585413248,2.0949702843499804
1715,Direct,0.0,1.9784247925695957
1716,Email,326.2729340246169,1.0928492298018577
1717,Organic,0.0,1.1064009218520217
1718,Display Ads,0.0,4.7343766876483215
1719,Email,1.0,1.0483349820577152
1720,Direct,0.0,1.0036955031337675
1721,Organic,0.0,2.372963868569903
1722,Email,0.0,2.3141419078277927
1723,Display Ads,0.0,4.441666446325382
1724,Email,0.0,2.573753452936851
1725,Organic,0.0,2.646499137576505
1726,Organic,221.5879218513587,4.506610424410986
1727,Email,0.0,1.1373987826639187
1728,Search,0.0,3.154080305853407
1729,Search,281.9910104032384,2.047438478062153
1730,Search,0.0,3.9063062830757205
1731,Social Media,0.0,2.0894634018432714
1732,Social Media,0.0,2.3796682852559115
1733,Social Media,0.0,2.4593959502492577
1734,Organic,0.0,1.917511390254615
1735,Search,0.0,2.543728618197718
1736,Social Media,200.81864153733764,3.661174952762185
1737,Social Media,0.0,3.6293560873960424
1738,Search,0.0,2.6952802194889074
1739,Organic,0.0,4.989695893924358
1740,Email,210.13112645153788,2.5874446888101432
1741,Email,0.0,3.080410570516992
1742,Email,0.0,3.69120677486439
1743,Direct,0.0,2.5396198746495444
1744,Search,0.0,2.3551053800381214
1745,Display Ads,0.0,4.618413494069775
1746,Email,0.0,1.5671380415913574
1747,Display Ads,95.15256538579422,4.748117577633311
1748,Display Ads,0.0,3.461710305329441
1749,Search,0.0,1.1995534395462633
1750,Search,491.40053515796706,2.5046209541852473
1751,Direct,0.0,3.4097095678167517
1752,Social Media,0.0,2.198778126742448
1753,Social Media,283.17111554745884,3.7888243754651776
1754,Search,0.0,1.1596093701723542
1755,Email,0.0,3.0924758673582176
1756,Organic,0.0,1.2744803870584973
1757,Display Ads,0.0,3.5841718517210386
1758,Organic,302.01352537674296,1.7333140871395312
1759,Organic,0.0,1.8655609533640356
1760,Search,0.0,3.6080509837241204
1761,Email,0.0,1.2113489511719395
1762,Display Ads,0.0,2.8302284195712617
1763,Display Ads,0.0,2.4918732318695413
1764,Direct,397.15798223405835,3.3379850283935486
1765,Search,0.0,2.131189131722213
1766,Social Media,0.0,1.0183521177188841
1767,Organic,0.0,4.197398065013722
1768,Direct,0.0,3.9758085948781825
1769,Direct,489.7364614562358,3.7178288071491665
1770,Email,0.0,1.0722002542312126
1771,Display Ads,0.0,1.7341218132116896
1772,Direct,0.0,2.3274544417334435
1773,Social Media,0.0,4.099665549520553
1774,Email,299.206087307198,2.680599651394311
1775,Social Media,0.0,1.9543980645477648
1776,Email,1.0,4.024043708704774
1777,Email,0.0,1.365477243397744
1778,Email,0.0,1.8111499930193204
1779,Social Media,0.0,1.3995723301502228
1780,Display Ads,0.0,2.128816642207233
1781,Email,0.0,2.927868638480368
1782,Email,405.30684558202535,2.925757261423181
1783,Email,0.0,2.11848867861858
1784,Email,0.0,1.4482842022402926
1785,Email,0.0,3.332877070093551
1786,Search,0.0,1.4932044881861177
1787,Display Ads,0.0,2.2605739821785433
1788,Direct,0.0,4.4509252503669785
1789,Search,176.38073418797336,4.460683943220085
1790,Direct,0.0,4.365107262634119
1791,Direct,0.0,1.3548149355316434
1792,Email,0.0,2.1813140805608047
1793,Search,0.0,3.144285295484007
1794,Organic,0.0,3.4229496024820425
1795,Email,191.24289076535362,2.6434270097703982
1796,Email,0.0,4.386514099009831
1797,Organic,248.04182897799745,2.611426746113559
1798,Social Media,0.0,3.4960671663427987
1799,Direct,0.0,1.668053668395681
1800,Direct,0.0,2.8525721210302724
1801,Social Media,0.0,3.447836571963355
1802,Organic,477.7171525336511,2.814101368193202
1803,Display Ads,0.0,3.426639470080893
1804,Search,0.0,1.8922332278517682
1805,Organic,0.0,4.879301118991243
1806,Email,0.0,1.3056110919049289
1807,Organic,0.0,1.8582496788018363
1808,Display Ads,170.46253705986553,3.1961687232890474
1809,Display Ads,0.0,1.3643888377492814
1810,Search,0.0,4.632997445632478
1811,Search,0.0,4.066485913014104
1812,Display Ads,274.34119739471424,1.3935754575961412
1813,Email,0.0,1.5220203063764361
1814,Organic,0.0,2.1500893485763393
1815,Social Media,333.47146505775044,1.924059945064887
1816,Display Ads,0.0,3.2198450598396073
1817,Social Media,0.0,3.6512856741536575
1818,Display Ads,186.35464738824655,1.8470243740009478
1819,Display Ads,0.0,2.9273748995690316
1820,Search,0.0,2.9381835299107424
1821,Search,0.0,3.604463797132808
1822,Email,0.0,2.3307627253248433
1823,Organic,281.33606394165724,4.736557752332578
1824,Social Media,0.0,2.908798201873554
1825,Search,0.0,4.958729979720353
1826,Email,0.0,1.7653201211609773
1827,Search,0.0,2.267822459834233
1828,Email,434.93215806647197,3.6868208667360047
1829,Social Media,0.0,3.30696450811843
1830,Social Media,0.0,4.412731476824603
1831,Direct,0.0,4.324061612213853
1832,Search,0.0,1.7773026080889989
1833,Search,0.0,1.8499475929233133
1834,Direct,1.0,4.774014412680893
1835,Social Media,0.0,2.0899482911561726
1836,Direct,0.0,1.017124568107223
1837,Email,0.0,1.7480723274520273
1838,Display Ads,0.0,1.0004094901033875
1839,Email,232.33038819599165,1.6834761980960429
1840,Email,0.0,4.433372233326697
1841,Social Media,0.0,1.631016462383816
1842,Social Media,155.21443963295977,1.6506170735392902
1843,Search,0.0,4.251170443406549
1844,Direct,0.0,2.0035119164157935
1845,Email,0.0,1.9781057258353822
1846,Organic,0.0,3.1060213015285862
1847,Search,0.0,4.5296053378393974
1848,Direct,89.65777309832922,3.4297342358801415
1849,Display Ads,0.0,2.3736629490475436
1850,Display Ads,1.0,2.263029242695814
1851,Organic,0.0,2.776377174172099
1852,Direct,0.0,3.043761507802908
1853,Search,0.0,1.8443445453078233
1854,Email,0.0,1.5928092967855978
1855,Search,0.0,1.4385916189570551
1856,Social Media,356.9624648751426,3.9431007680701153
1857,Social Media,0.0,3.1619215298649017
1858,Search,0.0,4.930167192654656
1859,Email,0.0,4.456034868704085
1860,Direct,0.0,1.7141566182671402
1861,Direct,1.0,2.0978005801923882
1862,Display Ads,0.0,1.0178755519965468
1863,Direct,0.0,3.3355922111986214
1864,Search,0.0,1.5591920367108414
1865,Display Ads,0.0,4.051358548276822
1866,Search,0.0,1.5724114610597724
1867,Display Ads,234.0367543253637,3.3373118997888183
1868,Search,0.0,1.1135620728931057
1869,Social Media,0.0,4.38124025246953
1870,Organic,1.0,3.2503203676039703
1871,Direct,0.0,1.3289154111106782
1872,Search,0.0,3.466903393116949
1873,Direct,0.0,1.1842828389496969
1874,Social Media,0.0,1.5669053270655908
1875,Display Ads,0.0,2.8590157091053623
1876,Social Media,415.52190949616926,4.572346958764031
1877,Organic,0.0,1.0803392400483838
1878,Display Ads,0.0,1.5249785694021685
1879,Email,0.0,4.61946060630823
1880,Social Media,0.0,4.739455496734172
1881,Display Ads,258.55144402638916,2.9316827912480123
1882,Search,0.0,4.065488948052932
1883,Display Ads,0.0,4.854354634141721
1884,Direct,0.0,3.039233610455296
1885,Display Ads,0.0,4.810902901760407
1886,Email,0.0,4.478158217295408
1887,Organic,0.0,2.4222965849399656
1888,Social Media,405.659968043657,1.5601584017920525
1889,Direct,0.0,2.255698614698435
1890,Direct,0.0,2.164593871278657
1891,Display Ads,0.0,1.6375657558452654
1892,Search,0.0,4.499929366120375
1893,Display Ads,0.0,2.2100104626756027
1894,Search,53.627166729177695,1.7930595346379166
1895,Social Media,0.0,1.3539514541310127
1896,Organic,0.0,1.5764648097360472
1897,Display Ads,0.0,3.088405632668737
1898,Search,0.0,2.9518787432463545
1899,Search,0.0,2.445052623179063
1900,Organic,0.0,1.796101197732109
1901,Organic,268.06924228534535,3.6279287836933087
1902,Search,0.0,2.4766810302547624
1903,Search,0.0,4.049674735913167
1904,Direct,0.0,4.6785042848897325
1905,Search,0.0,4.431196737096313
1906,Search,0.0,1.8422642633944202
1907,Organic,0.0,3.5815595506778686
1908,Direct,253.84875546243651,2.319214973504084
1909,Display Ads,0.0,1.4590199727606539
1910,Organic,384.8788831448224,3.176682106460108
1911,Organic,0.0,2.1505617273594786
1912,Search,0.0,2.6171591336198983
1913,Social Media,0.0,1.6736753843837966
1914,Social Media,0.0,2.6669553900704135
1915,Social Media,0.0,2.255668502437569
1916,Email,109.78537948780391,4.807137530540605
1917,Display Ads,0.0,4.420511346750405
1918,Email,0.0,3.08436962335603
1919,Social Media,0.0,1.4090951950568669
1920,Search,0.0,1.7470024530196238
1921,Social Media,279.80906445061385,4.2687858148655184
1922,Display Ads,0.0,4.013994150344805
1923,Email,1.0,4.715047352899786
1924,Display Ads,0.0,4.459114652066199
1925,Display Ads,0.0,1.6502297593826092
1926,Display Ads,0.0,1.2087261810389531
1927,Display Ads,0.0,1.450942173895862
1928,Direct,0.0,1.5453629247335336
1929,Direct,295.1465481960902,2.051136284654233
1930,Email,0.0,3.812031270948572
1931,Search,327.792850114425,2.9360745386776617
1932,Email,0.0,4.647718565388175
1933,Search,0.0,2.922716674342002
1934,Social Media,0.0,2.388907081427585
1935,Search,0.0,2.9225777990293484
1936,Display Ads,0.0,4.5553073889514035
1937,Display Ads,0.0,4.24969669753517
1938,Social Media,168.35458636652362,1.3468660337725584
1939,Direct,0.0,2.186714629338791
1940,Email,0.0,3.31990684925788
1941,Direct,0.0,4.564914454444038
1942,Social Media,0.0,1.8600518853380001
1943,Display Ads,0.0,2.5462718758526632
1944,Social Media,239.09187481668656,3.277582904549408
1945,Social Media,0.0,1.4616082784942765
1946,Social Media,0.0,4.423266804168049
1947,Organic,0.0,3.6080792430297732
1948,Display Ads,0.0,3.1294159045544245
1949,Email,319.9405037914779,4.83052457066512
1950,Email,0.0,1.7386973907689915
1951,Search,0.0,2.5122791346806084
1952,Organic,0.0,4.986717003527174
1953,Email,0.0,2.7269039767905654
1954,Organic,0.0,4.150875772539862
1955,Organic,0.0,2.4499839148966975
1956,Display Ads,489.5366501518788,1.0641293777041207
1957,Display Ads,0.0,2.3482549440476324
1958,Display Ads,0.0,2.3574546771191947
1959,Display Ads,0.0,2.04215748645387
1960,Social Media,0.0,2.6336521766811427
1961,Search,310.42400585215404,3.508384444082883
1962,Organic,0.0,3.5400497499723187
1963,Search,0.0,3.704433167463342
1964,Search,0.0,3.271187987651638
1965,Search,0.0,2.783683806941508
1966,Social Media,58.98672061220073,4.5011102511835634
1967,Social Media,0.0,2.1942909868321374
1968,Email,0.0,1.0056899389685148
1969,Display Ads,0.0,3.825342237806464
1970,Social Media,0.0,4.803917651245579
1971,Search,0.0,2.393062043886512
1972,Social Media,0.0,4.556843180043466
1973,Direct,395.5383627447287,3.2067447975004963
1974,Display Ads,0.0,3.8616298193059824
1975,Social Media,0.0,2.169547289257008
1976,Organic,0.0,2.4940459630185154
1977,Organic,0.0,4.071467210687026
1978,Display Ads,0.0,2.0086158484004506
1979,Display Ads,69.22700468317166,3.1186676653180605
1980,Social Media,0.0,4.103795550823338
1981,Display Ads,0.0,1.4765087863403714
1982,Display Ads,0.0,2.620085983310521
1983,Search,0.0,1.04980676579124
1984,Search,1.0,1.2614942817852146
1985,Social Media,0.0,2.1568168661753426
1986,Direct,0.0,2.5087365776926016
1987,Display Ads,0.0,3.984983407707449
1988,Organic,0.0,4.346283050425322
1989,Direct,0.0,4.07937931575787
1990,Organic,132.40122821814913,4.701047197329633
1991,Social Media,0.0,4.031322549735243
1992,Social Media,0.0,2.2768618483137244
1993,Social Media,0.0,2.7494028198529112
1994,Search,290.42221170117284,3.4485005687483885
1995,Email,0.0,3.01649966215145
1996,Organic,132.48913743736284,3.753470646076904
1997,Direct,0.0,3.955427739531644
1998,Display Ads,0.0,4.702458336039323
1999,Direct,0.0,4.984416354374183
2000,Direct,0.0,1.9306808414311822
2001,Direct,0.0,2.7035874565422677
2002,Organic,0.0,4.087025456907995
2003,Direct,59.076983009962085,3.1975643318932
2004,Email,0.0,4.406958956661954
2005,Search,0.0,1.8172986457481106
2006,Direct,0.0,3.20499987629221
2007,Organic,0.0,4.246280312298733
2008,Display Ads,0.0,1.612213555404769
2009,Search,0.0,1.0036350665687226
2010,Organic,130.821958283002,4.482568149659858
2011,Direct,0.0,3.11900028607379
2012,Organic,0.0,1.2039581611891608
2013,Display Ads,0.0,4.905106863886509
2014,Display Ads,0.0,2.437097647904248
2015,Social Media,0.0,4.560977249793654
2016,Direct,0.0,1.2617700093002155
2017,Search,151.25899147588774,2.844136956628606
2018,Email,0.0,4.2303990535880525
2019,Display Ads,0.0,2.3471008680233965
2020,Direct,0.0,4.124461030417154
2021,Direct,477.38776732178405,3.66299488927774
2022,Display Ads,0.0,1.5012770316314046
2023,Organic,82.51497605392976,1.5179447822682488
2024,Direct,0.0,3.129372191413619
2025,Social Media,380.35190111967177,2.1681949832002325
2026,Search,0.0,3.92633084743534
2027,Organic,182.44524803315005,4.783245466232517
2028,Display Ads,0.0,4.1582745046215095
2029,Email,0.0,4.906706107971804
2030,Display Ads,189.82579548409686,4.714697625576326
2031,Email,0.0,4.4974776876088995
2032,Organic,0.0,4.256603396936541
2033,Email,0.0,4.125420241064239
2034,Organic,0.0,2.267453099411071
2035,Social Media,108.91408977309797,3.1925283626712346
2036,Social Media,0.0,1.0165207565539829
2037,Email,0.0,1.9818331136017973
2038,Display Ads,0.0,1.9906356041164042
2039,Search,0.0,2.077223468583982
2040,Display Ads,0.0,3.3868754095259557
2041,Social Media,0.0,2.4363410823680907
2042,Organic,379.97610902721306,2.4684771640521017
2043,Social Media,0.0,2.926851015511017
2044,Display Ads,0.0,4.462253571146201
2045,Organic,0.0,1.6395881227670261
2046,Search,0.0,2.983372413150479
2047,Search,0.0,1.485489606365487
2048,Display Ads,144.69570935337285,2.325438606898637
2049,Social Media,0.0,3.5799421473615287
2050,Direct,0.0,3.7504100433185426
2051,Social Media,0.0,2.2430325823325203
2052,Email,0.0,4.66999238592822
2053,Organic,0.0,1.2279646660807337
2054,Search,227.47801301670623,2.2172841643542953
2055,Organic,0.0,4.337758512189714
2056,Search,0.0,4.292628912290944
2057,Search,0.0,1.4401184965818166
2058,Email,0.0,3.559447213520274
2059,Email,0.0,4.9174116546980144
2060,Direct,0.0,1.6024183783670787
2061,Direct,210.93058376993466,3.9969123791041405
2062,Social Media,0.0,2.9108526127125236
2063,Display Ads,0.0,1.5843269337592893
2064,Display Ads,320.87656988831196,3.7997675810250713
2065,Direct,0.0,2.6988087667466703
2066,Email,396.15336219887905,2.792449784922856
2067,Email,0.0,2.3476770355006376
2068,Organic,0.0,3.9313683262025654
2069,Direct,447.6143734732564,1.3897613192816585
2070,Search,0.0,4.4965420279791815
2071,Email,0.0,2.247453139755549
2072,Email,0.0,2.240055972821324
2073,Organic,222.3378407755899,4.284484953702716
2074,Search,0.0,4.9675928581162605
2075,Social Media,0.0,1.3410283660492643
2076,Organic,0.0,4.477647114780492
2077,Search,277.36702900151295,2.402745961989605
2078,Search,0.0,1.3430645488651551
2079,Email,0.0,4.5513639112614985
2080,Direct,0.0,1.6965781131657862
2081,Search,0.0,2.255521651161436
2082,Search,241.93532931650483,2.7043704671094617
2083,Direct,0.0,1.400551476171874
2084,Social Media,0.0,2.4170958558169393
2085,Email,0.0,1.6418891623512217
2086,Direct,0.0,3.2297268549159703
2087,Direct,252.71246684257716,4.609629923053439
2088,Organic,0.0,2.2042969285914076
2089,Search,1.0,3.290057616928265
2090,Search,0.0,3.430284984821946
2091,Display Ads,0.0,2.786673229909525
2092,Social Media,0.0,1.463191706065937
2093,Email,0.0,4.195388655849513
2094,Email,0.0,4.779003473695447
2095,Email,51.71628632298627,1.4229248721978611
2096,Social Media,0.0,3.6417260366410535
2097,Social Media,0.0,2.6677075269707147
2098,Direct,0.0,1.0682616662642719
2099,Search,0.0,1.2037857616521341
2100,Social Media,126.61439520291391,2.2058534179324263
2101,Direct,0.0,1.1984544247750177
2102,Display Ads,0.0,2.0043395042441383
2103,Social Media,0.0,4.446140116768524
2104,Display Ads,0.0,3.296744509090048
2105,Direct,1.0,1.9610319536898184
2106,Organic,0.0,2.8396424144808114
2107,Organic,0.0,2.8510043265191136
2108,Email,0.0,3.6416803333755
2109,Search,376.59040587883146,3.1121382382852563
2110,Direct,0.0,1.009012217342446
2111,Email,0.0,3.6215325954815754
2112,Search,0.0,4.0363136522880705
2113,Search,84.76138833411906,1.8972809721142925
2114,Email,0.0,1.7385737910541539
2115,Email,0.0,4.68228797256834
2116,Social Media,0.0,3.238185874979097
2117,Display Ads,0.0,2.124677125808189
2118,Search,454.716622044288,1.052007599252165
2119,Organic,0.0,4.25594234670929
2120,Organic,0.0,3.6602850347494864
2121,Email,411.04269842093333,3.0395332564360253
2122,Search,0.0,4.324390998078261
2123,Search,0.0,2.9466764310075404
2124,Search,490.3505027192631,2.3491329432978247
2125,Display Ads,0.0,3.403266529355136
2126,Direct,0.0,4.018823528108378
2127,Direct,0.0,1.3194331815730576
2128,Direct,237.7252661419579,3.7884841488950083
2129,Display Ads,0.0,2.572702064281463
2130,Organic,0.0,4.542557213526271
2131,Social Media,0.0,4.458269858427743
2132,Organic,0.0,1.3497104142319345
2133,Social Media,0.0,4.519325984479938
2134,Display Ads,0.0,2.1463425692165843
2135,Social Media,121.83805934378694,2.023267533370259
2136,Search,0.0,3.78848218980848
2137,Display Ads,0.0,2.701035674411394
2138,Direct,233.28280658986304,3.0911669962600157
2139,Display Ads,0.0,4.796322239978156
2140,Search,0.0,4.058615941170517
2141,Social Media,0.0,1.8972618998933415
2142,Display Ads,0.0,2.761301592591321
2143,Direct,0.0,4.448597309659915
2144,Social Media,388.5135105756509,1.8312508808080312
2145,Display Ads,0.0,4.134442942373472
2146,Display Ads,0.0,3.8101846917752487
2147,Social Media,0.0,3.7452376605916466
2148,Display Ads,0.0,3.564820741042325
2149,Social Media,479.20279753907613,2.5288420326929955
2150,Email,0.0,2.6670423104041365
2151,Display Ads,0.0,2.123935765131295
2152,Organic,0.0,4.725445074309272
2153,Direct,1.0,4.802305811595422
2154,Social Media,0.0,1.583308736783232
2155,Direct,1.0,4.316068535845821
2156,Organic,0.0,2.349829929433598
2157,Direct,51.19182380545951,2.2254096856321977
2158,Display Ads,0.0,3.6984505059675032
2159,Display Ads,0.0,2.657651323154611
2160,Social Media,0.0,1.248945311175211
2161,Direct,80.39066692761693,4.0502964897213065
2162,Organic,0.0,3.2910733108858237
2163,Organic,0.0,4.922625490519438
2164,Search,0.0,2.9993818471421525
2165,Search,0.0,3.3708309732015396
2166,Direct,0.0,3.264455810045458
2167,Social Media,0.0,2.1748467511368874
2168,Social Media,322.1755448011976,4.540438836175337
2169,Search,0.0,4.761133388328954
2170,Organic,0.0,2.403299254079438
2171,Social Media,107.19417756085662,3.5860200288247257
2172,Search,0.0,2.6480053879928453
2173,Display Ads,0.0,4.585258030924069
2174,Organic,0.0,3.5273189260700715
2175,Display Ads,0.0,4.893835930871047
2176,Search,294.4770136160432,2.7583028374330754
2177,Direct,0.0,4.665255368905285
2178,Email,0.0,3.5046752683544664
2179,Organic,0.0,2.743792592161261
2180,Display Ads,436.9252450275481,1.8796887393026696
2181,Direct,0.0,3.5499412548625324
2182,Email,0.0,4.082588753654475
2183,Display Ads,0.0,3.1061927500736277
2184,Social Media,396.7055425956462,4.321874910634632
2185,Organic,0.0,1.7053370907646759
2186,Email,0.0,2.657305723307653
2187,Search,0.0,4.68388987684461
2188,Search,287.90170459361434,4.665508818054968
2189,Direct,0.0,3.0787553565745993
2190,Search,0.0,3.41815912300908
2191,Organic,0.0,1.1623660538844387
2192,Email,0.0,1.5083748997005455
2193,Email,0.0,1.2523932616067852
2194,Organic,200.95332125639356,4.240976741456434
2195,Display Ads,0.0,3.6933726685891193
2196,Search,0.0,4.469954181461286
2197,Display Ads,0.0,3.455424277682699
2198,Direct,0.0,3.635459056291251
2199,Social Media,0.0,2.0143299627086306
2200,Display Ads,0.0,2.852280869758919
2201,Social Media,1.0,2.2249028138183204
2202,Social Media,0.0,4.01211939179959
2203,Organic,0.0,4.738628692181908
2204,Display Ads,0.0,4.233908130889471
2205,Search,0.0,3.662485239309544
2206,Display Ads,0.0,4.227634478893496
2207,Social Media,0.0,4.719748812989623
2208,Email,229.11907254196643,2.556121966339608
2209,Search,0.0,2.0431699288786427
2210,Organic,0.0,1.8190964042335787
2211,Display Ads,0.0,3.4833985699088794
2212,Direct,0.0,1.9965211412919515
2213,Direct,336.3133360132658,1.627977660131012
2214,Direct,0.0,3.469200809655435
2215,Email,0.0,1.0974723706366527
2216,Organic,0.0,3.4156167822419077
2217,Direct,1.0,1.0813257718937233
2218,Display Ads,0.0,2.7893749776228822
2219,Email,0.0,2.4440616144628886
2220,Organic,0.0,1.3717065342036427
2221,Social Media,0.0,3.1611040743633505
2222,Organic,0.0,2.2631905579263796
2223,Search,178.06585373479356,4.574117739995707
2224,Social Media,0.0,2.558309119116793
2225,Search,0.0,1.7343642812177684
2226,Organic,0.0,3.610595096897284
2227,Email,0.0,2.2367335963801454
2228,Organic,97.98223106582367,3.401500006097271
2229,Direct,0.0,1.9196885296427628
2230,Organic,0.0,2.1677238466768594
2231,Organic,0.0,3.8311731209670117
2232,Search,0.0,3.4154760113024922
2233,Organic,264.73369780131907,3.2902077838290134
2234,Direct,0.0,2.3418228464392326
2235,Search,0.0,2.4378665285628474
2236,Organic,0.0,2.8766231222839083
2237,Direct,0.0,1.6315690444322324
2238,Display Ads,435.9767159131777,4.373629167490581
2239,Social Media,0.0,2.7360083950396303
2240,Search,1.0,2.999030350893154
2241,Email,0.0,2.4866853373713456
2242,Direct,0.0,2.6382324673994892
2243,Organic,0.0,2.048180751030322
2244,Search,0.0,2.7359707782291713
2245,Organic,0.0,4.625017792792285
2246,Email,295.5111681138606,2.832873019950544
2247,Display Ads,0.0,1.7496544057621346
2248,Email,0.0,1.0025954783088973
2249,Direct,0.0,2.096777853473166
2250,Search,0.0,1.85501782585481
2251,Search,301.3527840831951,3.369345920400294
2252,Search,0.0,3.973681035523465
2253,Social Media,0.0,3.4345040606735826
2254,Email,0.0,2.7919862684384036
2255,Email,0.0,4.640789523186209
2256,Email,0.0,1.3643230910827269
2257,Search,101.76830058279683,3.0622105445552394
2258,Social Media,0.0,1.044794101523701
2259,Direct,0.0,4.751026115738611
2260,Email,0.0,2.5096097404572495
2261,Display Ads,0.0,3.6050856145001187
2262,Social Media,0.0,2.9861499603304282
2263,Search,0.0,1.2377137148488924
2264,Display Ads,354.0128011776455,3.479905654681001
2265,Display Ads,0.0,2.1296195092169112
2266,Email,1.0,1.2977412907891912
2267,Social Media,0.0,1.3052686186999152
2268,Display Ads,0.0,3.166776372139891
2269,Display Ads,0.0,2.429878367209672
2270,Organic,0.0,2.488056235873339
2271,Social Media,0.0,2.688321137738181
2272,Email,87.86372592741822,2.4165542225079335
2273,Social Media,0.0,1.9116589642116373
2274,Social Media,0.0,3.9393659634082567
2275,Organic,0.0,1.8603842012549734
2276,Email,0.0,4.271331114965896
2277,Organic,0.0,4.917283566320393
2278,Organic,161.00349105403797,4.090813126548932
2279,Email,0.0,1.1910608365990538
2280,Search,0.0,4.240344334899716
2281,Email,0.0,1.952548941776373
2282,Organic,146.72070267180933,3.166863903772061
2283,Social Media,0.0,2.6488222500737733
2284,Direct,0.0,3.2697378856970563
2285,Social Media,0.0,2.084739195939717
2286,Organic,0.0,1.004028005548515
2287,Display Ads,224.55520960580733,3.220052605873323
2288,Email,0.0,2.2345177522831654
2289,Direct,418.1057585706931,4.6401458537890985
2290,Direct,0.0,3.2912565359414043
2291,Display Ads,165.4696409475073,4.027963022133751
2292,Display Ads,0.0,3.3492552581061905
2293,Email,0.0,2.5838222048969612
2294,Organic,358.4295899240132,3.3112670555717956
2295,Social Media,0.0,4.92254627621152
2296,Display Ads,0.0,1.2214129585127012
2297,Social Media,274.3524143436157,3.2321040684991225
2298,Direct,0.0,3.241123396266806
2299,Email,0.0,4.562603376567347
2300,Social Media,298.04404488147225,3.2591271797322903
2301,Social Media,0.0,3.0442004891157692
2302,Display Ads,449.7989447503105,1.7481953873483391
2303,Social Media,0.0,1.6452736271261905
2304,Direct,0.0,2.106492354591923
2305,Organic,0.0,4.30704253369164
2306,Display Ads,223.37102268717274,1.0295517373497747
2307,Email,0.0,4.33999188226918
2308,Display Ads,0.0,4.954798294184652
2309,Social Media,0.0,2.8388251146784578
2310,Email,0.0,3.536479287460733
2311,Social Media,0.0,1.4810560617971573
2312,Social Media,0.0,1.2361740048072098
2313,Organic,122.53669334102072,2.170398056582492
2314,Social Media,0.0,1.790376785976059
2315,Organic,0.0,3.195819568019509
2316,Search,0.0,3.9675179269887093
2317,Email,0.0,1.6264761318782384
2318,Organic,0.0,2.706895698405456
2319,Direct,0.0,1.0279037411402405
2320,Display Ads,296.656761461177,1.7823706842663563
2321,Social Media,0.0,4.6012764866535765
2322,Direct,0.0,2.176665294032203
